Workclass,Education,Marital-Status,Occupation,Relationship,Race,Sex,Native_country
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female, United-States
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, 9th, Widowed, Sales, Unmarried, White, Female, United-States
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, 11th, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, Canada
 Private, 9th, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Bachelors, Divorced, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, Ireland
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States
 Private, 11th, Never-married, Other-service, Own-child, Black, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Own-child, Black, Male, United-States
 Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male, Columbia
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 10th, Never-married, Farming-fishing, Own-child, White, Male, United-States
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Own-child, Black, Female, United-States
 Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States
 Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male, Philippines
 Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male, United-States
 Self-emp-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female, United-States
 State-gov, Some-college, Separated, Exec-managerial, Own-child, White, Female, United-States
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 9th, Never-married, Transport-moving, Own-child, White, Male, United-States
 Private, Assoc-acdm, Separated, Other-service, Not-in-family, Black, Female, United-States
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
 Private, 11th, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female, United-States
 State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Masters, Divorced, Exec-managerial, Unmarried, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-not-inc, 11th, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, 11th, Widowed, Other-service, Unmarried, White, Female, United-States
 Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, United-States
 Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female, United-States
 Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States
 Federal-gov, Bachelors, Married-spouse-absent, Tech-support, Not-in-family, Asian-Pac-Islander, Male, United-States
 Private, 9th, Never-married, Transport-moving, Not-in-family, White, Male, United-States
 Self-emp-not-inc, 10th, Widowed, Transport-moving, Other-relative, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female, United-States
 Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
 Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female, England
 Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Private, 11th, Never-married, Craft-repair, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 5th-6th, Never-married, Farming-fishing, Other-relative, White, Male, Mexico
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black, Female, United-States
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States
 Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States
 Private, 10th, Separated, Transport-moving, Own-child, White, Male, United-States
 Local-gov, Assoc-acdm, Divorced, Tech-support, Own-child, White, Male, United-States
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
 Private, 10th, Never-married, Adm-clerical, Own-child, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, South
 Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, Germany
 Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female, United-States
 Private, HS-grad, Widowed, Sales, Not-in-family, White, Female, United-States
 Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States
 Federal-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female, United-States
 Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, Philippines
 Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 9th, Never-married, Craft-repair, Own-child, White, Male, El-Salvador
 Private, 9th, Never-married, Other-service, Not-in-family, White, Male, El-Salvador
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Female, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Japan
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, Hungary
 Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States
 Private, HS-grad, Divorced, Other-service, Own-child, Black, Female, United-States
 Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, El-Salvador
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 Private, Some-college, Divorced, Other-service, Own-child, White, Female, United-States
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
 Local-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, United-States
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Assoc-voc, Separated, Sales, Not-in-family, Black, Male, United-States
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, Canada
 Private, 11th, Never-married, Sales, Own-child, White, Female, United-States
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Taiwan
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Philippines
 Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, Scotland
 Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male, United-States
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Divorced, Sales, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male, Cuba
 Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Own-child, Black, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
 Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female, United-States
 Private, 10th, Widowed, Farming-fishing, Unmarried, White, Male, United-States
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, 10th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male, Canada
 Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black, Male, United-States
 Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Tech-support, Own-child, White, Female, United-States
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
 Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States
 Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female, Mexico
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, United-States
 Local-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, Poland
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male, United-States
 Self-emp-inc, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
 Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, Mexico
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, Mexico
 Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States
 Local-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Local-gov, HS-grad, Never-married, Protective-serv, Unmarried, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States
 Private, 7th-8th, Never-married, Machine-op-inspct, Unmarried, White, Male, El-Salvador
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female, United-States
 Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male, United-States
 Federal-gov, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
 Private, 5th-6th, Never-married, Priv-house-serv, Unmarried, White, Female, Nicaragua
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States
 Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, Black, Male, United-States
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, India
 State-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Male, United-States
 Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, United-States
 Private, 7th-8th, Married-civ-spouse, Sales, Other-relative, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, Other, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, Vietnam
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male, Mexico
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Federal-gov, HS-grad, Separated, Adm-clerical, Other-relative, Black, Female, United-States
 Private, 10th, Widowed, Transport-moving, Not-in-family, Black, Female, United-States
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male, United-States
 Private, Some-college, Divorced, Tech-support, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Sales, Unmarried, Black, Female, United-States
 Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States
 Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
 Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, White, Female, United-States
 State-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, United-States
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, 11th, Never-married, Transport-moving, Own-child, White, Male, United-States
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, Germany
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
 Private, Some-college, Never-married, Adm-clerical, Other-relative, Black, Female, United-States
 Private, 7th-8th, Never-married, Priv-house-serv, Not-in-family, White, Female, Mexico
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
 Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
 Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
 Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States
 Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
 Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Female, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 State-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 11th, Never-married, Transport-moving, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
